Data da Nota,Data de Entrega,id_Remessa,id_Cliente,id_Produto,Qtde Entregue,Filial
2019-01-04 00:00:00,2019-01-08 00:00:00,42708464,CLI0037839,UV0024,7671,56
2019-01-05 00:00:00,2019-01-05 00:00:00,42708527,CLI0019997,UV0024,7602,04
2019-01-05 00:00:00,2019-01-05 00:00:00,42708533,CLI0298468,UV0024,3060,04
2019-01-05 00:00:00,2019-01-06 00:00:00,42708745,CLI0037839,LA0021,16539,22
2019-01-05 00:00:00,2019-01-06 00:00:00,42708784,CLI0367131,LA0021,18397,54
2019-01-05 00:00:00,2019-01-06 00:00:00,42708803,CLI0019997,LA0021,19612,44
2019-01-05 00:00:00,2019-01-07 00:00:00,42708783,CLI0380697,LA0021,1530,54
2019-01-05 00:00:00,2019-01-07 00:00:00,42708795,CLI0294177,LA0021,0,44
2019-01-05 00:00:00,2019-01-07 00:00:00,42708824,CLI0367738,LA0021,2458,25
2019-01-05 00:00:00,2019-01-07 00:00:00,42708943,CLI0012268,LA0021,24736,89
2019-01-05 00:00:00,2019-01-07 00:00:00,42708630,CLI0000995,UV0024,5146,73
2019-01-05 00:00:00,2019-01-07 00:00:00,42708646,CLI0294177,UV0024,11106,45
2019-01-05 00:00:00,2019-01-08 00:00:00,42708556,CLI0033897,UV0024,5000,25
2019-01-05 00:00:00,2019-01-09 00:00:00,42708496,CLI0037839,PE0022,4852,26
2019-01-06 00:00:00,2019-01-06 00:00:00,42708887,CLI0030861,LA0021,2627,44
2019-01-06 00:00:00,2019-01-06 00:00:00,42708542,CLI0298468,UV0024,1827,04
2019-01-06 00:00:00,2019-01-07 00:00:00,42708902,CLI0561354,LA0021,5539,44
2019-01-06 00:00:00,2019-01-07 00:00:00,42708904,CLI0000995,LA0021,1990,44
2019-01-06 00:00:00,2019-01-07 00:00:00,42708329,CLI0313555,MA0023,7200,51
2019-01-06 00:00:00,2019-01-07 00:00:00,42708501,CLI0019997,PE0022,5106,04
2019-01-06 00:00:00,2019-01-07 00:00:00,42707546,CLI0313555,UV0024,10116,63
2019-01-06 00:00:00,2019-01-07 00:00:00,42708546,CLI0005021,UV0024,5633,04
2019-01-06 00:00:00,2019-01-08 00:00:00,42708327,CLI0037839,MA0023,12365,56
2019-01-06 00:00:00,2019-01-09 00:00:00,42708851,CLI0304006,LA0021,2903,04
2019-01-06 00:00:00,2019-01-11 00:00:00,42708494,CLI0037839,PE0022,1194,26
2019-01-06 00:00:00,2019-01-11 00:00:00,42708636,CLI0172373,UV0024,4836,45
2019-01-07 00:00:00,2019-01-07 00:00:00,42708758,CLI0037838,LA0021,13071,22
2019-01-07 00:00:00,2019-01-07 00:00:00,42708856,CLI0019997,LA0021,7421,09
2019-01-07 00:00:00,2019-01-07 00:00:00,42708866,CLI0304006,LA0021,6356,04
2019-01-07 00:00:00,2019-01-07 00:00:00,42708723,CLI0172373,UV0024,18846,44
2019-01-07 00:00:00,2019-01-08 00:00:00,42708644,CLI0000995,UV0024,4809,73
2019-01-07 00:00:00,2019-01-10 00:00:00,42708992,CLI0037839,LA0021,16360,22
2019-01-07 00:00:00,2019-01-10 00:00:00,42708734,CLI0037839,UV0024,5841,56
2019-01-07 00:00:00,2019-01-10 00:00:00,42708952,CLI0012268,UV0024,9966,61
2019-01-08 00:00:00,2019-01-05 00:00:00,42708308,CLI0000995,MA0023,0,12
2019-01-08 00:00:00,2019-01-08 00:00:00,42709056,CLI0000995,LA0021,1440,44
2019-01-08 00:00:00,2019-01-08 00:00:00,42709059,CLI0033897,LA0021,13805,09
2019-01-08 00:00:00,2019-01-08 00:00:00,42709062,CLI0019997,LA0021,5544,04
2019-01-08 00:00:00,2019-01-08 00:00:00,42708947,CLI0000995,PE0022,4517,44
2019-01-08 00:00:00,2019-01-08 00:00:00,42708959,CLI0019997,UV0024,0,04
2019-01-08 00:00:00,2019-01-08 00:00:00,42708960,CLI0298468,UV0024,20558,28
2019-01-08 00:00:00,2019-01-08 00:00:00,42709038,CLI0172373,UV0024,18700,44
2019-01-08 00:00:00,2019-01-08 00:00:00,42709041,CLI0000995,UV0024,2094,73
2019-01-08 00:00:00,2019-01-08 00:00:00,42709135,CLI0019997,UV0024,9318,04
2019-01-08 00:00:00,2019-01-09 00:00:00,42709008,CLI0010452,LA0021,3717,10
2019-01-08 00:00:00,2019-01-09 00:00:00,42709034,CLI0375568,LA0021,9235,54
2019-01-08 00:00:00,2019-01-09 00:00:00,42709214,CLI0000995,LA0021,2925,73
2019-01-08 00:00:00,2019-01-09 00:00:00,42709217,CLI0000995,LA0021,2277,44
2019-01-08 00:00:00,2019-01-10 00:00:00,42709021,CLI0478886,LA0021,5614,94
2019-01-09 00:00:00,2019-01-09 00:00:00,42709149,CLI0367131,LA0021,14656,86
2019-01-09 00:00:00,2019-01-09 00:00:00,42709252,CLI0019997,LA0021,5997,04
2019-01-09 00:00:00,2019-01-09 00:00:00,42709255,CLI0033897,LA0021,6484,09
2019-01-09 00:00:00,2019-01-09 00:00:00,42709261,CLI0019997,MA0023,19225,09
2019-01-09 00:00:00,2019-01-09 00:00:00,42709203,CLI0172373,UV0024,17600,44
2019-01-09 00:00:00,2019-01-09 00:00:00,42709257,CLI0019997,UV0024,17491,04
2019-01-09 00:00:00,2019-01-10 00:00:00,42709221,CLI0561354,LA0021,4479,73
2019-01-09 00:00:00,2019-01-10 00:00:00,42709141,CLI0033897,PE0022,7837,04
2019-01-09 00:00:00,2019-01-10 00:00:00,42709232,CLI0172373,UV0024,19241,44
2019-01-09 00:00:00,2019-01-10 00:00:00,42709329,CLI0298468,UV0024,7870,04
2019-01-09 00:00:00,2019-01-10 00:00:00,42709378,CLI0000995,UV0024,6818,44
2019-01-09 00:00:00,2019-01-11 00:00:00,42709124,CLI0037838,MA0023,10747,50
2019-01-09 00:00:00,2019-01-11 00:00:00,42709299,CLI0037838,PE0022,10566,22
2019-01-09 00:00:00,2019-01-11 00:00:00,42709175,CLI0313555,UV0024,13634,63
2019-01-09 00:00:00,2019-01-12 00:00:00,42709129,CLI0313555,MA0023,2392,26
2019-01-10 00:00:00,2019-01-10 00:00:00,42709400,CLI0294177,LA0021,0,44
2019-01-10 00:00:00,2019-01-10 00:00:00,42709411,CLI0019997,LA0021,16996,04
2019-01-10 00:00:00,2019-01-10 00:00:00,42709269,CLI0000995,MA0023,19870,12
2019-01-10 00:00:00,2019-01-10 00:00:00,42709350,CLI0033897,UV0024,13178,25
2019-01-10 00:00:00,2019-01-10 00:00:00,42709384,CLI0000995,UV0024,4525,73
2019-01-10 00:00:00,2019-01-11 00:00:00,42709278,CLI0313555,LA0021,2111,63
2019-01-10 00:00:00,2019-01-11 00:00:00,42709393,CLI0000995,LA0021,2571,44
2019-01-10 00:00:00,2019-01-11 00:00:00,42709421,CLI0304006,LA0021,10579,04
2019-01-10 00:00:00,2019-01-11 00:00:00,42709297,CLI0012268,MA0023,13777,61
2019-01-11 00:00:00,2019-01-11 00:00:00,42709506,CLI0037839,LA0021,16118,26
2019-01-11 00:00:00,2019-01-11 00:00:00,42709577,CLI0033897,LA0021,7854,09
2019-01-11 00:00:00,2019-01-11 00:00:00,42709581,CLI0019997,LA0021,17195,09
2019-01-11 00:00:00,2019-01-11 00:00:00,42709582,CLI0367738,LA0021,5330,09
2019-01-11 00:00:00,2019-01-11 00:00:00,42709629,CLI0000995,LA0021,7343,73
2019-01-11 00:00:00,2019-01-11 00:00:00,42709635,CLI0033897,MA0023,17326,09
2019-01-11 00:00:00,2019-01-11 00:00:00,42709479,CLI0033897,UV0024,12629,25
2019-01-11 00:00:00,2019-01-11 00:00:00,42709498,CLI0000995,UV0024,3629,73
2019-01-11 00:00:00,2019-01-11 00:00:00,42709505,CLI0172373,UV0024,18381,44
2019-01-11 00:00:00,2019-01-11 00:00:00,42709510,CLI0298468,UV0024,11431,12
2019-01-11 00:00:00,2019-01-12 00:00:00,42709553,CLI0367131,LA0021,8902,86
2019-01-11 00:00:00,2019-01-12 00:00:00,42709894,CLI0561354,LA0021,5394,73
2019-01-11 00:00:00,2019-01-14 00:00:00,42709551,CLI0012268,LA0021,21008,62
2019-01-11 00:00:00,2019-01-14 00:00:00,42709461,CLI0313555,PE0022,0,26
2019-01-11 00:00:00,2019-01-15 00:00:00,42709551,CLI0012268,LA0021,3896,62
2019-01-12 00:00:00,2019-01-12 00:00:00,42709918,CLI0000995,LA0021,2948,73
2019-01-12 00:00:00,2019-01-12 00:00:00,42709948,CLI0304006,LA0021,4388,04
2019-01-12 00:00:00,2019-01-12 00:00:00,42709619,CLI0172373,UV0024,15480,44
2019-01-12 00:00:00,2019-01-12 00:00:00,42709692,CLI0000995,UV0024,1792,73
2019-01-12 00:00:00,2019-01-12 00:00:00,42709847,CLI0019997,UV0024,8179,04
2019-01-12 00:00:00,2019-01-12 00:00:00,42709848,CLI0298468,UV0024,7439,04
2019-01-12 00:00:00,2019-01-13 00:00:00,42710024,CLI0294177,LA0021,0,44
2019-01-12 00:00:00,2019-01-13 00:00:00,42709845,CLI0298468,UV0024,1422,04
2019-01-12 00:00:00,2019-01-13 00:00:00,42709853,CLI0005021,UV0024,2765,04
2019-01-12 00:00:00,2019-01-14 00:00:00,42710027,CLI0010452,LA0021,4810,10
2019-01-12 00:00:00,2019-01-14 00:00:00,42709922,CLI0037839,UV0024,10251,56
2019-01-12 00:00:00,2019-01-15 00:00:00,42709852,CLI0313555,UV0024,12080,63
2019-01-12 00:00:00,2019-01-16 00:00:00,42709913,CLI0037839,UV0024,5021,56
2019-01-13 00:00:00,2019-01-13 00:00:00,42709698,CLI0000995,UV0024,1999,73
2019-01-13 00:00:00,2019-01-13 00:00:00,42709863,CLI0298468,UV0024,7650,04
2019-01-13 00:00:00,2019-01-14 00:00:00,42709651,CLI0367131,LA0021,17117,54
2019-01-13 00:00:00,2019-01-14 00:00:00,42709871,CLI0380697,LA0021,1412,54
2019-01-13 00:00:00,2019-01-14 00:00:00,42709972,CLI0304006,LA0021,10979,04
2019-01-13 00:00:00,2019-01-14 00:00:00,42710013,CLI0033897,LA0021,4043,09
2019-01-13 00:00:00,2019-01-14 00:00:00,42710014,CLI0019997,LA0021,7777,04
2019-01-13 00:00:00,2019-01-14 00:00:00,42709691,CLI0313555,PE0022,12935,22
2019-01-13 00:00:00,2019-01-14 00:00:00,42710019,CLI0478886,UV0024,5594,94
2019-01-13 00:00:00,2019-01-15 00:00:00,42710047,CLI0037839,LA0021,17521,54
2019-01-13 00:00:00,2019-01-15 00:00:00,42709684,CLI0367132,PE0022,9536,04
2019-01-14 00:00:00,2019-01-14 00:00:00,42709723,CLI0478886,LA0021,5869,94
2019-01-14 00:00:00,2019-01-14 00:00:00,42709979,CLI0019997,LA0021,14567,09
2019-01-14 00:00:00,2019-01-14 00:00:00,42710068,CLI0000995,LA0021,2050,73
2019-01-14 00:00:00,2019-01-14 00:00:00,42710068,CLI0030861,LA0021,2183,73
2019-01-14 00:00:00,2019-01-14 00:00:00,42710056,CLI0172373,UV0024,17700,44
2019-01-14 00:00:00,2019-01-15 00:00:00,42710163,CLI0000995,LA0021,2330,73
2019-01-14 00:00:00,2019-01-15 00:00:00,42710165,CLI0561354,LA0021,5779,73
2019-01-14 00:00:00,2019-01-15 00:00:00,42709693,CLI0000995,UV0024,4180,73
2019-01-14 00:00:00,2019-01-15 00:00:00,42710128,CLI0298468,UV0024,3500,04
2019-01-15 00:00:00,2019-01-15 00:00:00,42710187,CLI0033897,LA0021,5850,09
2019-01-15 00:00:00,2019-01-15 00:00:00,42710205,CLI0019997,LA0021,10401,80
2019-01-15 00:00:00,2019-01-15 00:00:00,42710093,CLI0367132,MA0023,15785,09
2019-01-15 00:00:00,2019-01-15 00:00:00,42710046,CLI0019997,PE0022,9187,04
2019-01-15 00:00:00,2019-01-15 00:00:00,42710119,CLI0000995,UV0024,3706,73
2019-01-15 00:00:00,2019-01-15 00:00:00,42710156,CLI0019997,UV0024,16426,04
2019-01-15 00:00:00,2019-01-16 00:00:00,42710049,CLI0037838,LA0021,14959,58
2019-01-15 00:00:00,2019-01-16 00:00:00,42710193,CLI0367738,LA0021,2883,25
2019-01-15 00:00:00,2019-01-16 00:00:00,42710196,CLI0304006,LA0021,6462,04
2019-01-15 00:00:00,2019-01-16 00:00:00,42710152,CLI0033897,UV0024,8398,25
2019-01-15 00:00:00,2019-01-16 00:00:00,42710260,CLI0005021,UV0024,12500,04
2019-01-15 00:00:00,2019-01-16 00:00:00,42710296,CLI0298468,UV0024,1939,80
2019-01-15 00:00:00,2019-01-17 00:00:00,42710183,CLI0010452,LA0021,7142,10
2019-01-15 00:00:00,2019-01-17 00:00:00,42710154,CLI0012268,UV0024,3930,61
2019-01-15 00:00:00,2019-01-17 00:00:00,42710259,CLI0033897,UV0024,5714,25
2019-01-15 00:00:00,2019-01-18 00:00:00,42710214,CLI0037839,UV0024,11283,56
2019-01-16 00:00:00,2019-01-16 00:00:00,42710404,CLI0019997,LA0021,16660,04
2019-01-16 00:00:00,2019-01-16 00:00:00,42710255,CLI0019997,MA0023,17715,09
2019-01-16 00:00:00,2019-01-16 00:00:00,42710222,CLI0000995,PE0022,0,73
2019-01-16 00:00:00,2019-01-17 00:00:00,42710304,CLI0367131,LA0021,13985,26
2019-01-16 00:00:00,2019-01-17 00:00:00,42710389,CLI0367132,LA0021,9763,85
2019-01-16 00:00:00,2019-01-17 00:00:00,42710522,CLI0561354,LA0021,3516,73
2019-01-16 00:00:00,2019-01-17 00:00:00,42710238,CLI0000995,MA0023,0,12
2019-01-16 00:00:00,2019-01-18 00:00:00,42710308,CLI0037839,LA0021,17346,22
2019-01-16 00:00:00,2019-01-18 00:00:00,42710328,CLI0478886,LA0021,5395,94
2019-01-16 00:00:00,2019-01-18 00:00:00,42710329,CLI0012268,LA0021,25529,62
2019-01-16 00:00:00,2019-01-18 00:00:00,42710281,CLI0172373,UV0024,2773,45
2019-01-16 00:00:00,2019-01-18 00:00:00,42710281,CLI0294177,UV0024,5442,45
2019-01-16 00:00:00,2019-01-18 00:00:00,42710293,CLI0313555,UV0024,13126,63
2019-01-17 00:00:00,2019-01-16 00:00:00,42710466,CLI0019997,UV0024,0,04
2019-01-17 00:00:00,2019-01-16 00:00:00,42710520,CLI0317577,UV0024,0,54
2019-01-17 00:00:00,2019-01-17 00:00:00,42710528,CLI0000995,LA0021,7034,73
2019-01-17 00:00:00,2019-01-17 00:00:00,42710606,CLI0294177,LA0021,0,44
2019-01-17 00:00:00,2019-01-17 00:00:00,42710467,CLI0298468,UV0024,20800,28
2019-01-17 00:00:00,2019-01-17 00:00:00,42710504,CLI0000995,UV0024,5758,73
2019-01-17 00:00:00,2019-01-17 00:00:00,42710520,CLI0317577,UV0024,5314,54
2019-01-17 00:00:00,2019-01-17 00:00:00,42710585,CLI0019997,UV0024,11416,04
2019-01-17 00:00:00,2019-01-18 00:00:00,42710574,CLI0304006,LA0021,6145,04
2019-01-17 00:00:00,2019-01-18 00:00:00,42710584,CLI0019997,LA0021,14414,09
2019-01-17 00:00:00,2019-01-18 00:00:00,42710586,CLI0298468,UV0024,7999,28
2019-01-17 00:00:00,2019-01-18 00:00:00,42710695,CLI0298468,UV0024,12439,04
2019-01-17 00:00:00,2019-01-21 00:00:00,42710320,CLI0000995,PE0022,1570,73
2019-01-18 00:00:00,2019-01-17 00:00:00,42710643,CLI0012268,UV0024,0,62
2019-01-18 00:00:00,2019-01-18 00:00:00,42710658,CLI0037839,LA0021,0,22
2019-01-18 00:00:00,2019-01-18 00:00:00,42710645,CLI0012268,UV0024,1153,61
2019-01-18 00:00:00,2019-01-18 00:00:00,42710648,CLI0000995,UV0024,1353,73
2019-01-18 00:00:00,2019-01-19 00:00:00,42710655,CLI0367131,LA0021,16257,54
2019-01-18 00:00:00,2019-01-19 00:00:00,42710738,CLI0019978,LA0021,0,09
2019-01-18 00:00:00,2019-01-19 00:00:00,42711091,CLI0000995,LA0021,3196,73
2019-01-18 00:00:00,2019-01-19 00:00:00,42710648,CLI0000995,UV0024,1361,73
2019-01-18 00:00:00,2019-01-21 00:00:00,42710628,CLI0406697,UV0024,12408,09
2019-01-18 00:00:00,2019-01-21 00:00:00,42710812,CLI0037839,UV0024,6824,56
2019-01-18 00:00:00,2019-01-21 00:00:00,42711080,CLI0012268,UV0024,6078,61
2019-01-19 00:00:00,2019-01-16 00:00:00,42710429,CLI0037839,PE0022,2538,26
2019-01-19 00:00:00,2019-01-19 00:00:00,42711098,CLI0000995,LA0021,3174,73
2019-01-19 00:00:00,2019-01-19 00:00:00,42711137,CLI0365751,LA0021,0,44
2019-01-19 00:00:00,2019-01-19 00:00:00,42711161,CLI0019997,LA0021,9857,04
2019-01-19 00:00:00,2019-01-19 00:00:00,42710772,CLI0000995,MA0023,0,12
2019-01-19 00:00:00,2019-01-19 00:00:00,42710881,CLI0478886,UV0024,0,89
2019-01-19 00:00:00,2019-01-19 00:00:00,42710929,CLI0000995,UV0024,1336,73
2019-01-19 00:00:00,2019-01-19 00:00:00,42710939,CLI0172373,UV0024,19776,44
2019-01-19 00:00:00,2019-01-19 00:00:00,42711004,CLI0019997,UV0024,10568,04
2019-01-19 00:00:00,2019-01-19 00:00:00,42711005,CLI0298468,UV0024,1827,28
2019-01-19 00:00:00,2019-01-19 00:00:00,42711008,CLI0005021,UV0024,0,04
2019-01-19 00:00:00,2019-01-20 00:00:00,42710789,CLI0367131,LA0021,9396,86
2019-01-19 00:00:00,2019-01-20 00:00:00,42710859,CLI0294177,LA0021,0,44
2019-01-19 00:00:00,2019-01-20 00:00:00,42710906,CLI0037839,LA0021,16472,22
2019-01-19 00:00:00,2019-01-20 00:00:00,42711104,CLI0561354,LA0021,6261,73
2019-01-19 00:00:00,2019-01-21 00:00:00,42711164,CLI0019997,LA0021,8288,04
2019-01-19 00:00:00,2019-01-21 00:00:00,42710763,CLI0313555,MA0023,14332,09
2019-01-19 00:00:00,2019-01-21 00:00:00,42710796,CLI0037839,MA0023,13949,09
2019-01-19 00:00:00,2019-01-21 00:00:00,42710818,CLI0033897,MA0023,10104,12
2019-01-19 00:00:00,2019-01-22 00:00:00,42710850,CLI0313555,UV0024,5000,63
2019-01-19 00:00:00,2019-01-22 00:00:00,42710895,CLI0033897,UV0024,10632,25
2019-01-20 00:00:00,2019-01-20 00:00:00,42710829,CLI0000995,PE0022,10844,44
2019-01-20 00:00:00,2019-01-20 00:00:00,42711022,CLI0298468,UV0024,8266,04
2019-01-20 00:00:00,2019-01-20 00:00:00,42711239,CLI0030439,UV0024,0,04
2019-01-20 00:00:00,2019-01-21 00:00:00,42710866,CLI0012268,LA0021,23313,62
2019-01-20 00:00:00,2019-01-21 00:00:00,42711147,CLI0010452,LA0021,7858,10
2019-01-20 00:00:00,2019-01-21 00:00:00,42711190,CLI0304006,LA0021,5595,04
2019-01-20 00:00:00,2019-01-21 00:00:00,42711259,CLI0033897,PE0022,15810,09
2019-01-20 00:00:00,2019-01-22 00:00:00,42711016,CLI0380697,LA0021,1530,54
2019-01-20 00:00:00,2019-01-22 00:00:00,42711209,CLI0367738,LA0021,3340,25
2019-01-21 00:00:00,2019-01-19 00:00:00,42711229,CLI0005021,UV0024,7462,10
2019-01-21 00:00:00,2019-01-21 00:00:00,42710914,CLI0037838,LA0021,19190,22
2019-01-21 00:00:00,2019-01-21 00:00:00,42711121,CLI0000995,LA0021,5262,44
2019-01-21 00:00:00,2019-01-21 00:00:00,42711213,CLI0019997,LA0021,0,09
2019-01-21 00:00:00,2019-01-21 00:00:00,42711221,CLI0033897,LA0021,11431,09
2019-01-21 00:00:00,2019-01-21 00:00:00,42711249,CLI0030861,LA0021,2220,44
2019-01-21 00:00:00,2019-01-21 00:00:00,42710974,CLI0000995,UV0024,2861,73
2019-01-21 00:00:00,2019-01-21 00:00:00,42711241,CLI0030439,UV0024,0,04
2019-01-21 00:00:00,2019-01-22 00:00:00,42710916,CLI0037839,LA0021,21741,22
2019-01-21 00:00:00,2019-01-22 00:00:00,42711264,CLI0478886,LA0021,6012,94
2019-01-21 00:00:00,2019-01-22 00:00:00,42710839,CLI0019997,PE0022,12839,04
2019-01-21 00:00:00,2019-01-22 00:00:00,42710950,CLI0000995,UV0024,3137,73
2019-01-21 00:00:00,2019-01-23 00:00:00,42710795,CLI0367131,LA0021,7467,86
2019-01-21 00:00:00,2019-01-23 00:00:00,42710916,CLI0037839,LA0021,21741,22
2019-01-21 00:00:00,2019-01-26 00:00:00,42710807,CLI0037838,MA0023,956,50
2019-01-22 00:00:00,2019-01-22 00:00:00,42711370,CLI0000995,LA0021,2646,73
2019-01-22 00:00:00,2019-01-22 00:00:00,42711372,CLI0561354,LA0021,5827,73
2019-01-22 00:00:00,2019-01-22 00:00:00,42711375,CLI0019997,LA0021,13192,80
2019-01-22 00:00:00,2019-01-22 00:00:00,42711377,CLI0033897,LA0021,6019,09
2019-01-22 00:00:00,2019-01-22 00:00:00,42711401,CLI0317577,LA0021,0,54
2019-01-22 00:00:00,2019-01-22 00:00:00,42711296,CLI0019997,UV0024,6228,04
2019-01-22 00:00:00,2019-01-22 00:00:00,42711297,CLI0298468,UV0024,7232,28
2019-01-22 00:00:00,2019-01-22 00:00:00,42711303,CLI0172373,UV0024,18080,44
2019-01-22 00:00:00,2019-01-22 00:00:00,42711306,CLI0000995,UV0024,2741,73
2019-01-22 00:00:00,2019-01-23 00:00:00,42711302,CLI0033897,UV0024,1905,25
2019-01-22 00:00:00,2019-01-23 00:00:00,42711406,CLI0012268,UV0024,0,62
2019-01-22 00:00:00,2019-01-24 00:00:00,42711407,CLI0012268,UV0024,9537,61
2019-01-22 00:00:00,2019-01-25 00:00:00,42711358,CLI0012268,LA0021,24539,62
2019-01-23 00:00:00,2019-01-23 00:00:00,42711519,CLI0172373,LA0021,7917,44
2019-01-23 00:00:00,2019-01-23 00:00:00,42711520,CLI0000995,LA0021,0,43
2019-01-23 00:00:00,2019-01-23 00:00:00,42711533,CLI0294177,LA0021,0,44
2019-01-23 00:00:00,2019-01-23 00:00:00,42711545,CLI0033897,LA0021,0,85
2019-01-23 00:00:00,2019-01-23 00:00:00,42711562,CLI0019997,LA0021,14578,04
2019-01-23 00:00:00,2019-01-23 00:00:00,42711420,CLI0000995,MA0023,14750,12
